rest_type,rest_name,rest_score,rest_votes,rest_reviews,rest_cuisine,rest_zone,rest_addressrest_cost,rest_timings,rest_featured_in,rest_call
['Casual Dining'],['Lalit Bar & Restaurant'],['3.1'],['10 votes'],['3 reviews'],"['North Indian', 'Chinese', 'Seafood', 'Mughlai']",['Ghatkopar East'],"['90 Feet Road, Opposite Kailash Tower, Ghatkopar East, Mumbai']",['\xe2\x82\xb9450'],['11 AM to 3 AM (Mon-Sun)'],['empty'],['022 25060031']
['Casual Dining'],['Welcome Family Restaurant'],['3.1'],['9 votes'],['6 reviews'],['Chinese'],"['Panch Pakhadi, Thane West']","['5, Near Nitin Company, Panch Pakhadi, Thane West']",['\xe2\x82\xb9450'],['12:30 PM to 12:30 AM (Mon-Sun)'],['empty'],"['+91 7208381911, +91 8149523676']"
['Quick Bites'],['Highway Bar & Restaurant'],['2.9'],['7 votes'],['5 reviews'],"['Chinese', 'North Indian', 'Seafood', 'South Indian']",['Goregaon East'],"['Gurunanak Industrial Estate, Off Western Express Highway, Goregaon East, Mumbai']",['\xe2\x82\xb9450'],['9 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 26852569, +91 9769010943']"
['Casual Dining'],['Krishna Lunch Home'],['2.9'],['6 votes'],['4 reviews'],"['North Indian', 'South Indian', 'Chinese', 'Seafood']",['Vashi'],"['18/20, Devi Annapoorna Premises CHS, Sector 18, Vashi, Navi Mumbai']",['\xe2\x82\xb9550'],['9:30 AM to 1 AM (Mon-Sun)'],['empty'],['022 27888437']
['Casual Dining'],['Zaikka'],['3.1'],['6 votes'],['6 reviews'],"['North Indian', 'Chinese', 'Malwani']",['Kandivali East'],"['Shop 24, Rakhi, Vasant Utsav, Near Thakur Stadium, Thakur Village, Kandivali East, Mumbai']",['\xe2\x82\xb9800'],"['12 Noon to 5 PM, 7 PM to 12:15 AM (Mon-Sun)']",['empty'],['022 69991011']
['Casual Dining'],['Laxmi Vilas'],['3.0'],['6 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Malad East'],"['Hira Niwas Building, Daftary Road, Pushpa Park, Malad East, Mumbai']",['\xe2\x82\xb9500'],['9 AM to 1 AM (Mon-Sun)'],['empty'],"['022 28831934, 022 28826791']"
['Food Court'],['Balaji Idli House'],['3.0'],['6 votes'],['4 reviews'],['South Indian'],"['Korum Mall, Khopat, Thane West']","['3rd Floor, Korum Mall, Khopat, Thane West']",['\xe2\x82\xb9600'],['11 AM to 11 PM (Mon-Sun)'],['empty'],['Not available for this place']
['Casual Dining'],['Shandar'],['3.0'],['5 votes'],['4 reviews'],"['Chinese', 'Mughlai', 'North Indian']",['Nerul'],"['1-6, Plot 13, Sector-1, Next To Bhavana Ford Showroom, Shiravane, Nerul East, Nerul, Navi Mumbai']",['\xe2\x82\xb9500'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 32228888, 022 32428888']"
['Quick Bites'],['Jyoti Bar Restaurant'],['3.0'],['8 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Biryani', 'Seafood']",['Bhandup'],"['Station Road, Kanjur Marg West, Bhandup, Mumbai']",['\xe2\x82\xb9500'],['10 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 25782147, 022 25789349']"
['Casual Dining'],['Hotel Pushpvihar'],['3.2'],['11 votes'],['5 reviews'],"['South Indian', 'Street Food']",['Ghatkopar East'],"['186, Garodia Nagar, Ghatkopar East, Mumbai']",['\xe2\x82\xb9350'],['7:30 AM to 10:30 PM (Mon-Sun)'],['empty'],['022 25067258']
['Casual Dining'],['Sai Darshan'],['3.1'],['10 votes'],['3 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Chembur'],"['ST Road, Chembur Naka, Chembur, Mumbai']",['\xe2\x82\xb9600'],['10:30 AM to 1 AM (Mon-Sun)'],['empty'],['022 25276297']
['Casual Dining'],['Kokan Vaibhav'],['-'],['empty'],['2 reviews'],['Malwani'],"['Khopat, Thane West']","['4, White bird Apartment, Kolbad Road, Khopat, Thane West']",['\xe2\x82\xb9500'],"['11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],['+91 8879978857']
['Quick Bites'],['Seekh Paratha Inn'],['2.5'],['4 votes'],['3 reviews'],"['Mughlai', 'Lebanese']","['Versova, Andheri West']","['Mangal Orchid, Off Yari Road, Versova, Andheri West']",['\xe2\x82\xb9550'],['11 AM to 1:30 AM (Mon-Sun)'],['empty'],"['+91 9167619726, +91 9833479203']"
['Casual Dining'],['Gringo - Sukh Hotel'],['2.6'],['16 votes'],['4 reviews'],"['North Indian', 'Chinese']",['Juhu'],"['Sukh Hotel, St Joseph Church Road, Juhu Church, Juhu, Mumbai']","['\xe2\x82\xb91,500']","['7:30 AM to 10:30 AM, 12 Noon to 4 PM, 7 PM to 12...']",['T&C'],['022 61481111']
['Casual Dining'],['Sabri Restaurant'],['2.8'],['9 votes'],['6 reviews'],"['Chinese', 'North Indian']",['Jogeshwari'],"['SV Road, Near Sabri Masjid, Jogeshwari West, Jogeshwari, Mumbai']",['\xe2\x82\xb9350'],['5:45 AM to 1 AM (Mon-Sun)'],['empty'],"['022 26796423, 022 26799201']"
['Casual Dining'],['Ashoka Restaurant & Bar'],['2.9'],['7 votes'],['2 reviews'],"['Chinese', 'North Indian', 'South Indian']",['Mira Road'],"[""Next to Haria's Dream Park, Mira Bhayander Road, Near Silver Park, Mira Road, Mumbai""]",['\xe2\x82\xb9500'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28117694, 022 28129934']"
['Quick Bites'],['Cafe Irani'],['-'],['empty'],['2 reviews'],['Fast Food'],['Mohammad Ali Road'],"['Shop 14, Bagdad Mansion, Umerkhadi, Mohammad Ali Road, Mumbai']",['\xe2\x82\xb9150'],['9 AM to 12 Midnight (Mon-Sun)'],['empty'],['022 68888444']
['Casual Dining'],['Nav Shakti'],['3.1'],['11 votes'],['5 reviews'],"['North Indian', 'Chinese']",['Chembur'],"['RC Road, Mahul Road, Chembur Naka, Chembur, Mumbai']",['\xe2\x82\xb9450'],"['11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 25530025, +91 9892565657']"
['Casual Dining'],['Rajesh Restaurant & Bar'],['2.9'],['11 votes'],['3 reviews'],"['North Indian', 'Chinese', 'Malwani', 'Mughlai']",['Bhandup'],"['LBS Marg, Kanjur Marg West, Bhandup, Mumbai']",['\xe2\x82\xb9400'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 25788380, 022 25785284']"
['Quick Bites'],['Jwala Soft Corner'],['3.1'],['10 votes'],['5 reviews'],['Fast Food'],['Mulund West'],"['10, Flora Point, Near MCC College, SN Road, Mulund West, Mumbai']",['\xe2\x82\xb9100'],['9 AM to 9 PM (Mon-Sun)'],['empty'],['+91 9004163967']
['Quick Bites'],['Daily Bread'],['3.2'],['12 votes'],['5 reviews'],"['Parsi', 'Fast Food']",['Chembur'],"['Opposite Wasan Ford, Chembur Naka, Chembur, Mumbai']",['\xe2\x82\xb9400'],['9 AM to 8 PM (Mon-Sun)'],['empty'],"['022 65522118, 022 65522119']"
['Casual Dining'],['Laxmi Bar & Restaurant'],['2.8'],['9 votes'],['1 Review'],"['North Indian', 'Chinese', 'Seafood']",['Near Andheri East Station'],"['Morga Village Road, Near Andheri Subway, Near Andheri East Station, Mumbai']",['\xe2\x82\xb9450'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],['022 28304985']
['Casual Dining'],['Krishna Lunch Home'],['3.1'],['10 votes'],['7 reviews'],"['North Indian', 'Chinese']",['Mira Road'],"['6, B-001, New Shrinath Complex, Opposite Deepak Hospital, Mira Road, Mumbai']",['\xe2\x82\xb9400'],"['11 AM to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 65556078, 022 65556079']"
['Quick Bites'],['Sainath Restaurant & Bar'],['3.0'],['10 votes'],['5 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Bhandup'],"['Station Road, Kanjur Marg West, Bhandup, Mumbai']",['\xe2\x82\xb9500'],['8 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 25785537, 022 25798265']"
['Casual Dining'],['Jagdamba Refreshments'],['3.0'],['6 votes'],['2 reviews'],"['Chinese', 'North Indian']",['Sewri'],"['1, 2 & 3/2, Koli Samaj CHS, Sewri Koliwada Road, Sewari East, Parel, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 24125881, 022 24109050']"
['Casual Dining'],['Sadguru Pure Veg'],['3.0'],['12 votes'],['3 reviews'],"['South Indian', 'North Indian', 'Street Food', 'Chinese', 'Biryani', 'Pizza']",['Nerul'],"['19 To 20, Suyog Arcade, Plot 279, Sector 23, Near Juinagar Vegetable Market, Nerul, Navi Mumbai']",['\xe2\x82\xb9500'],['8 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 8097221349, 022 27701682']"
"['Food Court', ',', 'Quick Bites']",['Chaska Chaat'],['-'],['empty'],['2 reviews'],['Street Food'],"['K Star Mall, Chembur']","['3rd Floor, Food Court, K Star Mall, Sion Trombay Road, Chembur, Mumbai']",['\xe2\x82\xb9150'],['11 AM to 11 PM (Mon-Sun)'],['empty'],['+91 9819362230']
['Casual Dining'],['Chillizzz'],['2.9'],['7 votes'],['4 reviews'],"['North Indian', 'Chinese']",['Bhandup'],"['Shop No. 1, K. V. Road, Opposite Aniket Hospital, Kanjurmarg East, Bhandup, Mumbai']",['\xe2\x82\xb9450'],"['12 Noon to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 8767864007, +91 8767868007']"
['Quick Bites'],['Niraj Fast Food'],['2.8'],['10 votes'],['6 reviews'],['Chinese'],['Kandivali West'],"['Apna Bazar, Charkop, Sector 5, Kandivali West, Mumbai']",['\xe2\x82\xb9350'],"['11 AM to 3:30 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 9821635755, 022 32204788']"
['Casual Dining'],['Shree Rath'],['2.8'],['8 votes'],['6 reviews'],"['South Indian', 'North Indian', 'Fast Food']",['Ulhasnagar'],"['Near Shivaji Chowk, Ambernath East, Near Ulhasnagar, Mumbai']",['\xe2\x82\xb9400'],['8 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 9168806323, +91 8600779061']"
['Casual Dining'],['Hotel Bandish Palace'],['2.9'],['6 votes'],['2 reviews'],"['North Indian', 'Seafood', 'Chinese', 'Mughlai']",['Dombivali East'],"['New Kalyan Road, Near Stadium, Dombivali East, Mumbai']",['\xe2\x82\xb9600'],['10 AM to 12:30 AM (Mon-Sun)'],['empty'],['0251 2447404']
['Casual Dining'],['New Priti'],['3.0'],['8 votes'],['4 reviews'],"['Chinese', 'North Indian']",['Dombivali West'],"['Matru Chhaya Bldg, Opposite Pritam Hotel, NSS Road, Dombivali West, Mumbai']",['\xe2\x82\xb9450'],"['11 AM to 3:30 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 7506749492, +91 7506748866']"
['Quick Bites'],['Ram Krishna Fast Food'],['3.1'],['9 votes'],['4 reviews'],"['North Indian', 'Street Food', 'Chinese']",['Goregaon West'],"['8, Kritharth Jeevan CHS, L.T Road No.1, Off M.G Road, Goregaon West, Mumbai']",['\xe2\x82\xb9300'],"['10 AM to 4 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 64642080, +91 9967670707']"
['Casual Dining'],['Kolchi'],['-'],['empty'],['1 Review'],['Chinese'],['Mahakali'],"['7, Hek Compound, Opposite Gyan Ashram, Mahakali Caves Road, Mahakali, Mumbai']",['\xe2\x82\xb9500'],['11:45 AM to 11 PM (Mon-Sun)'],['empty'],['+91 7045424156']
['Casual Dining'],['Vertigo'],['3.0'],['11 votes'],['4 reviews'],"['North Indian', 'Chinese']",['Fort'],"['95, Opposite Standard Chartered Bank, MG Road, Fort, Mumbai']",['\xe2\x82\xb9800'],['11 AM to 1 AM (Mon-Sun)'],['empty'],"['022 32923352, 022 22673875']"
['Casual Dining'],['Mirch Masala'],['2.9'],['6 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Kamothe'],"['RB Complex, Sector 16, Kamothe, Navi Mumbai']",['\xe2\x82\xb9500'],"['11 AM to 3 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 32240008, 022 65611878']"
['Casual Dining'],['Gold Coin Bar & Restaurant'],['3.1'],['13 votes'],['6 reviews'],"['Seafood', 'North Indian', 'Mangalorean', 'Chinese']",['Mira Road'],"['Sheetal Darshan Nagar, Mira Road East, Mumbai, Mira Road, Mumbai']",['\xe2\x82\xb9600'],"['11 AM to 4 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 28121441, +91 9967744479']"
['Casual Dining'],['Shakuntala Bar & Restaurant'],['3.0'],['7 votes'],['3 reviews'],"['South Indian', 'North Indian', 'Chinese']",['Marol'],"['Steelmade Industrial Estate, Marol Maroshi Road, Marol, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 29204715, 022 29201859']"
['Casual Dining'],['Buntas'],['2.8'],['12 votes'],['5 reviews'],"['North Indian', 'Chinese', 'Mughlai']",['Bhayandar'],"['Near Sports Complex, New Golden Nest, Indralok Road, Bhayandar East, Bhayandar, Mumbai']",['\xe2\x82\xb9550'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 28151333, 022 28152111']"
['empty'],"[""Joshi's Kitchenart""]",['-'],['empty'],['3 reviews'],"['Biryani', 'North Indian']","['Naupada, Thane West']","['301, Rangshree CHS, Near Veer Savarkar Road, Naupada, Thane West']",['\xe2\x82\xb9450'],"['Closed (Mon-Sat),11 AM to 12 Noon (Sun)']",['empty'],"['+91 9819007802, +91 9833402240']"
['Casual Dining'],['Krishna Chhaya'],['3.1'],['10 votes'],['4 reviews'],"['Chinese', 'North Indian', 'Seafood']",['Azad Nagar'],"['1, Mona Junction, Off JP Road, Near Navrang Talkies, Azad Nagar, Mumbai']",['\xe2\x82\xb9450'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 26249609, 022 66979685']"
['Casual Dining'],['A1 Chinese'],['3.1'],['7 votes'],['4 reviews'],['Chinese'],['Dombivali East'],"['Padke Road, Tilak Road Corner, Dombivali East, Mumbai']",['\xe2\x82\xb9450'],['6 PM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 8424902193, +91 9769084198']"
['Casual Dining'],['Deli Pure Veg'],['3.1'],['4 votes'],['4 reviews'],"['South Indian', 'Fast Food']","['K Star Mall, Chembur']","['3rd Floor, K Star Mall, ST Road, Chembur East, Mumbai']",['\xe2\x82\xb9250'],['11 AM to 11 PM (Mon-Sun)'],['empty'],['+91 9819191390']
['Casual Dining'],['Stick N Bowl'],['2.4'],['6 votes'],['5 reviews'],['Chinese'],['Kamothe'],"['1, Basil Tower, Plot No. 73-74, Sector 21, Kamothe, Navi Mumbai']",['\xe2\x82\xb9350'],"['11 AM to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 65652545, +91 9029552545']"
['empty'],['Tiffin House'],['3.1'],['7 votes'],['6 reviews'],['North Indian'],['Wadala'],"['Bhakti Park, Near Imax Theatre, Wadala East, Wadala, Mumbai']",['\xe2\x82\xb9300'],['7:30 AM to 10:30 PM (Mon-Sun)'],['empty'],['022 24090026']
['Casual Dining'],['Family Point Restaurant & Bar'],['2.8'],['6 votes'],['4 reviews'],"['North Indian', 'Mughlai', 'Chinese', 'Seafood', 'Beverages']",['Bhayandar'],"['Ganapati Tower, Family Point, Near Golden Nest, Near Canara Bank, Bhayandar East, Bhayandar, Mumbai']",['\xe2\x82\xb9550'],['11:30 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28040945, 022 28040946']"
['Quick Bites'],['Hotel Shree Krishna Vihar'],['3.0'],['6 votes'],['3 reviews'],"['Chinese', 'North Indian', 'South Indian']",['Veera Desai Area'],"['Ghanshyam Industrial Estate, Veera Desai Road, Veera Desai Area, Mumbai']",['\xe2\x82\xb9350'],['8 AM to 8 PM (Mon-Sun)'],['empty'],"['022 26732122, 022 26749398']"
['empty'],['Food Planet'],['3.0'],['4 votes'],['3 reviews'],['Fast Food'],['Mazgaon'],"['Shop 3, Chatriwala Building, Nesbit Road, Opposite Diamond Jubilee School, Mazgaon, Byculla, Mumbai']",['\xe2\x82\xb9350'],['10 AM to 11:45 PM (Mon-Sun)'],['empty'],['+91 9819626929']
['Quick Bites'],['Shree Sharneshwar Bhojnalaya'],['3.1'],['11 votes'],['5 reviews'],['Maharashtrian'],['Vile Parle East'],"['4, Ground Floor, Saraswati Sadan, Dayaldas Road, Vile Parle East, Mumbai']",['\xe2\x82\xb9200'],"['11 AM to 3 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],['+91 9869939916']
['empty'],"[""Walia's Kitchen""]",['2.7'],['9 votes'],['8 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Fast Food']","['Manpada, Thane West']","['2, 1st Floor, Cosmos Heritage Complex, Tikujini Wadi Road, Manpada, Thane West']",['\xe2\x82\xb9600'],"['11:30 AM to 3:30 PM, 6:30 PM to 12 Midnight (Mon-Sun)']",['Get 10% off your first home-delivery order from us. Only applicable on orders above Rs. 240. Valid only when you order online on Zomato.'],['+91 7738892836']
['Casual Dining'],['Willow'],['3.0'],['8 votes'],['7 reviews'],"['Chinese', 'North Indian']",['Gorai'],"['Rajeev Building, Near Mangalmurti Hospital, Gorai, Mumbai']",['\xe2\x82\xb9500'],['9 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28699898, +91 8080327912']"
['empty'],['Food Inn'],['3.0'],['12 votes'],['5 reviews'],"['North Indian', 'Chinese']",['Vikhroli'],"['158, Near R City Mall, LBS Marg, Vikhroli West, Vikhroli, Mumbai']",['\xe2\x82\xb9600'],"['12 Noon to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)']",['empty'],"['022 64467976, +91 9029312361']"
['Casual Dining'],['Ice n Spice'],['3.0'],['4 votes'],['empty'],"['Chinese', 'Fast Food']",['Kalyan'],"['Shop No 7 & 8, Sai Sadguru CHS, Bhoirwadi Birla College Road, Kalyan, Mumbai']",['\xe2\x82\xb9400'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],['+91 7303377177']
['Casual Dining'],['Nanda Deep Fine Dine'],['3.0'],['6 votes'],['3 reviews'],"['Malwani', 'Seafood', 'North Indian', 'Chinese']",['Mulund West'],"['Mulund Check Naka, LBS Road, Mulund West, Mumbai']",['\xe2\x82\xb9600'],['11:30 AM to 1:30 AM (Mon-Sun)'],['empty'],"['022 21645181, +91 8452879617']"
['Casual Dining'],['Food Point'],['2.9'],['10 votes'],['4 reviews'],"['North Indian', 'Chinese']",['Bhayandar'],"['Near Bhayander Police Station, Uttan Road, Bhayander West, Bhayandar, Mumbai']",['\xe2\x82\xb9350'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 28042020, 022 28046060']"
['empty'],['China Wall'],['2.9'],['5 votes'],['4 reviews'],"['Chinese', 'Seafood']",['Khar'],"['Anand Vihar Society, Near Neelam Foodland, Khar west, Khar, Mumbai']",['\xe2\x82\xb9500'],"['11:30 AM to 3 PM, 6:30 PM to 11 PM (Mon-Tue),11:30...']",['empty'],"['+91 8291774833, +91 8291774844']"
['Casual Dining'],['Hotel Signature'],['2.9'],['7 votes'],['2 reviews'],"['North Indian', 'Chinese']",['Ghansoli'],"['2, Plot 23, Sector 3, Ambika Dham, Ghansoli, Airoli, Navi Mumbai']",['\xe2\x82\xb9450'],['10:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 27541851, 022 65600100']"
['Casual Dining'],['The Mess'],['-'],['empty'],['3 reviews'],"['North Indian', 'Continental']",['CBD-Belapur'],"['Vindhya Commercial Complex, Plot 1, Sector -11, CBD-Belapur, Navi Mumbai']",['\xe2\x82\xb9500'],['11 AM to 1 AM (Mon-Sun)'],['empty'],"['+91 7506484056, +91 9820016379']"
['Casual Dining'],['Prestige Restaurant & Bar'],['3.0'],['10 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Dombivali West'],"['Near Gopi Cinema, Deepti Palace, Ghanshyam Gupte Road, Dombivali West, Mumbai']",['\xe2\x82\xb9500'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['0251 2495149, 0251 2485495']"
['Casual Dining'],['SK Harish Restaurant'],['3.2'],['6 votes'],['2 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Azad Nagar'],"['Shop 36, Sai Kanwal Complex, Indira Nagar, JP Road, Azad Nagar, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 9004527616, +91 7208211012']"
['Casual Dining'],['Hooves'],['2.9'],['4 votes'],['4 reviews'],"['North Indian', 'Chinese', 'Continental']",['Mahalaxmi'],"['Mini Club House, Gate 6, RWTIC, Mahalaxmi Racecourse, Mahalaxmi, Mumbai']",['\xe2\x82\xb9800'],"['12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],['Not available for this place']
['Casual Dining'],['Shri Krishna Sagar'],['3.0'],['7 votes'],['3 reviews'],"['South Indian', 'North Indian', 'Chinese', 'Beverages']",['Bandra East'],"['Building No 3, Shop No.5, MSCB Building & Bandra Court, Prof A.K.Marg, Bandra East, Mumbai']",['\xe2\x82\xb9400'],['8 AM to 9 PM (Mon-Sun)'],['empty'],"['+91 8108470951, +91 9967335621']"
['Quick Bites'],['Hungry Tummiz'],['-'],['empty'],['empty'],['Fast Food'],['Vile Parle East'],"['Shop 16, Nand Prem Shopping Centre, Ram Mandir Road, Vile Parle East, Mumbai']",['\xe2\x82\xb9300'],['9:30 AM to 9:30 PM (Mon-Sun)'],['empty'],"['+91 7777076154, +91 7777076254']"
['Quick Bites'],['Hotel Makhdoomi'],['3.0'],['8 votes'],['5 reviews'],"['North Indian', 'Mughlai', 'Chinese']",['Mahim'],"['1, Pushpa Kunj Society, Mori Road, Mahim, Mumbai']",['\xe2\x82\xb9400'],['10 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 8286091850, 022 24458734']"
['Quick Bites'],['Famous Dabeli'],['3.1'],['7 votes'],['3 reviews'],['Fast Food'],['Nalasopara'],"['6, Sai Bazar, Tulinj Road, Nalasopara East, Nalasopara, Mumbai']",['\xe2\x82\xb9200'],['7 AM to 9 PM (Mon-Sun)'],['empty'],"['+91 9766414123, +91 9970652727']"
['Quick Bites'],['Cafe Sahil'],['2.9'],['10 votes'],['5 reviews'],['Chinese'],['Mumbai Central'],"['292, Bellasis Road, Ground Floor, Potia Apartment 2, Mumbai Central, Mumbai']",['\xe2\x82\xb9350'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['022 23015136, +91 9029936928']"
['Casual Dining'],['Adarsh Thali'],['Temporarily Closed'],['empty'],['7 reviews'],"['Gujarati', 'Rajasthani']",['Girgaum'],"['474, Maulana Azad Road South, Near Gol Deval, Ladi Bazar, Bhuleshwar, Girgaum, Mumbai']",['\xe2\x82\xb9450'],['empty'],['empty'],"['022 23806285, 022 66359329']"
['Casual Dining'],['Desi Culture'],['-'],['empty'],['2 reviews'],['North Indian'],['Dadar Shivaji Park'],"['289, Next to Dadar Catering College, Cadell Road, Dadar Shivaji Park, Mumbai']",['\xe2\x82\xb9600'],"['12 Noon to 4 PM, 6 PM to 12:30 AM (Mon-Sun)']",['empty'],"['022 24458172, 022 65658111']"
['Casual Dining'],['Taste of Maratha'],['2.8'],['9 votes'],['5 reviews'],"['Malwani', 'Seafood', 'North Indian', 'Chinese']",['Dahisar East'],"['S.V Road, Oposite Manav Kalyan Hospital, Dahisar East, Mumbai']",['\xe2\x82\xb9600'],['10 AM to 1 AM (Mon-Sun)'],['empty'],['022 28956259']
"['Bakery', ',', 'Dessert Parlor']",['Denish The Cake Shop'],['2.9'],['15 votes'],['4 reviews'],"['Bakery', 'Desserts', 'Fast Food']",['Mira Road'],"['6, Ground Floor, Antriksh Co Operative Housing Society Limited, Opposite Kanakia Police Station, Mira Road East, Mumbai, Mira Road, Mumbai']",['\xe2\x82\xb9200'],['9 AM to 10:30 PM (Mon-Sun)'],['empty'],"['022 65555772, +91 9967405151']"
['Casual Dining'],['Hotel Ambika'],['2.9'],['8 votes'],['2 reviews'],"['Chinese', 'North Indian', 'Seafood']",['Mulund East'],"['Vaity Building, Opposite Station, Mulund East, Mumbai']",['\xe2\x82\xb9600'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 21636715, 022 21639490']"
['Casual Dining'],"[""'N' Cube China Town""]",['2.9'],['7 votes'],['4 reviews'],['Chinese'],"['Khopat, Thane West']","['Dr Ambedkar Road, Near Civil Hospital, Khopat, Thane West']",['\xe2\x82\xb9300'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],['+91 9967335370']
['Casual Dining'],['Hotel Natraj'],['2.9'],['8 votes'],['4 reviews'],"['Chinese', 'North Indian']",['Azad Nagar'],"['Navrang Cinema, JP Road, 7 Bungalows, Azad Nagar, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 26799840, 022 26799890']"
['Casual Dining'],['Dhanraj'],['2.9'],['11 votes'],['2 reviews'],"['Chinese', 'Fast Food', 'North Indian', 'Seafood']",['Chembur'],"['DK Sandhu Road, Flyover Bridge, Chembur East, Chembur, Mumbai']",['\xe2\x82\xb9600'],['11 AM to 12:30 AM (Mon-Sun)'],['empty'],"['022 25285432, 022 25280969']"
['Casual Dining'],['Dragon Spice'],['3.0'],['7 votes'],['5 reviews'],"['Chinese', 'Seafood']",['Dombivali West'],"['Shivgarhana Society, Cgincholi Pada, Subhash Road, Dombivali West, Mumbai']",['\xe2\x82\xb9500'],"['12 Noon to 3 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 7710064687, +91 7710064686']"
['Quick Bites'],['Sadguru'],['3.0'],['8 votes'],['5 reviews'],"['North Indian', 'South Indian', 'Fast Food', 'Street Food']",['Mohammad Ali Road'],"['Sandhurst Road Railway Station, Dongri, Umerkhadi, Girgaum, Mumbai']",['\xe2\x82\xb9500'],['7 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 23776825, 022 23730884']"
['Casual Dining'],['Hotel Mausam'],['2.8'],['6 votes'],['5 reviews'],"['North Indian', 'Chinese']",['Mira Road'],"['A Wing, Jupiter, PK Road, Mira Bhayander Road, Mira Road East, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 12:30 AM (Mon-Sun)'],['empty'],"['022 64481231, 022 28121432']"
['Quick Bites'],"[""Devil's Kitchen""]",['2.8'],['9 votes'],['4 reviews'],['Fast Food'],['Bandra East'],"['Building 83, Government Colony, Bandra East, Mumbai']",['\xe2\x82\xb9200'],['10 AM to 10 PM (Mon-Sun)'],['empty'],"['+91 9930109177, +91 9594815753']"
['empty'],['Food By Kilo'],['2.7'],['10 votes'],['6 reviews'],"['North Indian', 'Chinese']",['Sion'],"['GTB Nagar, Koliwada, Sion East, Sion, Mumbai']",['\xe2\x82\xb9450'],['12 Noon to 1 AM (Mon-Sun)'],['empty'],"['+91 8080505010, +91 8080808003']"
['Casual Dining'],['Hotel A-1 Darbar'],['3.0'],['7 votes'],['5 reviews'],"['Chinese', 'North Indian', 'Mughlai']",['Jogeshwari'],"['Ground Floor, SK Industrial Estate, Near Oshiwara Petrol Pump, SV Road, Jogeshwari West, Jogeshwari, Mumbai']",['\xe2\x82\xb9500'],['8 AM to 12:30 AM (Mon-Sun)'],['empty'],"['022 26783989, +91 9920031521']"
